day,Table,num_rows,num_advertiser_id,num_campaign_id,num_campaign_group_id,num_creative_id,num_group_id,num_channel_id,num_objective_id,num_domain,impressions,clicks,click_conversions,click_order_value,data_cost,media_cost,fee_cost,partner_cost,data_spend,media_spend,platform_spend,video_spend,legacy_spend,vast_start,vast_firstquartile,vast_midpoint,vast_thirdquartile,vast_complete,views1,view_conversions,view_order_value,view_impressions,view_viewed,view_untrackable,display_impressions,video_impressions,new_to_file,raw_visits,raw_conversions,raw_order_value,existing_site_visitors,new_site_visitors,site_visitors,existing_users_reached,new_users_reached,uniques,raw_existing_site_visitors,raw_new_site_visitors,visitors



